questid,dialognum,str,state
152,7,Thank you very much for visiting here. Now listen carefully. Mercenary uses 2 kind of arms that are called Sword and Ax.,0
152,8,"Sword is quick and exact, but the attacking power is weak. In the othere hand, Ax is not that quick and exact, but the attacking power is much more strong than Sword. Using these 2 arms appropriately is very important.",0
152,9,Now do you understand about the arms of Mercenary?,0
152,10,Have you done what Mushtang directed? You have to fulfill something if you want to get something.. Blah blah blah..,0
153,0,You did great job with your 2nd test. But there are still other tests you have to pass in order to become a Mercenary.,0
153,1,"I have taught you everything I know. Now here is the next test. You have to get the information about Mercenary skills. First, please find out the place where High-Dwarpets live.",0
153,2,"And then visit High-Dwarpet Langdrong. He will tell you about the Mercenary skills. Oh, before visiting him..",0
153,3,Please find and bring Book of Technique that he lost before in the River of Weeping. Then he will be pleased to meet you.,0
153,5,God bless you.,0
153,6,You cannot give up now.. It does not make sense to give up at this moment all of a sudden.. Blah blah blah blah..,0
153,7,"Oh! This is the book I lost long time ago!! How did you find it? Thank you!! I will let you know something great in return. Let me see.. Hmm.. Okay, on the page 328.. Listen carefully.",0
153,8,Fix your feet and go round holding arms in both hands. The power of going round will attack the target much more than usual. This skill is called Keenwheel.,0
153,9,You cannot use this skill alone. You have use it only after Splmash. You can hit 3 times at once and it is possile to use it 4 times without stopping. It is really splendid skill. Understand?,0
153,10,.. Did Andy send you? Then show me the evidence so I can trust you! Well.. Where is my Book of Technique.. (Rummaging),0
154,0,"So, do you understand now? Do not lose the Label of Technique I gave you because it is very important.",0
154,1,"Now you have the final test. You know where Drillmaster is, right? You can also find Instructor over there. His name is Hew.. Sorry, I forgot. Anyway please go there and find him.",0
154,2,"Oh, you have to hunt the new kind of Masquerpet which is attacking people neaby of Flarine first. Okay?",0
154,5,Good luck and get away now. I am busy.,0
154,6,"Really? Well, it is up to you. None of my business. Hi hi hi~",0
154,7,"Thank you very much, it was really a pain in the neck! Then here is the final test. It is about the duty of Mercenary. Mercenary is a job which performs close combat..",0
154,8,"..and it fights in the front line and protects the other jobs during the war. But it is not matchless at all, so it cannot fight with a lot of enemies.",0
154,9,"If it has to fight with a lot of enemies, other jobs have to help you. Congratulation! You passed every test and now you are a Mercenary. Flyff!",0
154,10,"May I help you? If there is nothing I can do to help, please leave me alone, because I have a lot of things to do. Damn! Babari gives me have a headache..",0
155,0,"I am sure you made a really good choice, but keep in mind that this is not easy at all. Now I must give you a simple test. Are you ready?",0
155,1,"I will see how quickly and precisely you take the test, with your minimal experience as a Vagrant.",0
155,2,You have only 7 minutes from now. Hunt 10 Small Mushpangs and 10 Small Burudengs and come back to Drillmaster. Understand? Go!,0
155,5,Do it quickly and exactly!,0
155,6,Are you afraid of the test? I do not need a chicken like you. Get away!,0
155,7,Good job. But you still have lots of thing to do. Becoming Assist is not that easy.,0
155,8,I am sure you are already ready for it. Good luck!,0
155,10,Hurry up! You do not have enough time!!,0
155,15,"You already choose another job, right?",0
156,0,Congratulation for passing the 1st test! But everything has just started.,0
156,1,"The 2nd test is to get all of the assist materials for making the arm, and then get the information about the arm in return.",0
156,2,"There are 3 kind of assist meterials! 10 Forforms from Mushpangs, 5 Peakyrinds from Peakyturtles, and 1 Poporam from Dorydomas. Bring those to Assist Master.",0
156,3,Assist Master is in the Madrigal Job Masters in North-Fl. Go!,0
156,5,Good luck! Flyff!,0
156,6,"If you give up, I will get rid of you! Understand?!!",0
156,7,Thank you very much for visiting here. Now listen carefully. Assist uses 2 kind of arms that are called Nuckle Hammer and Stick.,0
156,8,"Nuckle Hammer is for the close combat, and Stick is needed to use the assist skills. Mixing the assist skills is very important.",0
156,9,Switching those 2 arms quickly is necessary in order to assist other jobs or perform the close combat. Understand?,0
156,10,Oh.. You should fulfill what Elic said first. Or I cannot progress the next test. There is no other way.,0
157,0,"I think I have done what I have to do. Now let me tell you about the next test. It is getting the information about Assist skills. First, you have to go to the place where High-Dwarpets live.",0
157,1,"And visit High-Dwarpet Goripeg and ask him to teach you about Assist skills. Oh, before you go, there is something you have to do.",0
157,2,"Please find Book of Technique in Field of Bubble, and bring it to him. Then he will be pleased to meet you.",0
157,5,God bless you.,0
157,6,I cannot understand you at all. Do you really want to give up now and make your effort so far worthless? Please think again carefully.,0
157,7,"Oh! This is Book of Technique! I thought I will never find it again!! Thank you, thank you. I will let you know something great in return. Let me see..",0
157,8,Blessing of Rhsis will make things easy. Believe in yourself. Hmm.. This is the high class skill which is called Haste.,0
157,9,It is the assist skill which increases the attack speed of yourself or the enemy by 2 times. It is really great!!,0
157,10,What? Get away!! I have to find something very important. Do you want to know what it is? Book of Technique!! Are you stupid or something?,0
158,0,"Now you understand, right? Never lose the Label of Technique I gave to you, because it is very important. Understand?",0
158,1,"Now you have the final test only. You know where Drillmaster is, right? Go there and find Instructor. His name is Kee.. Sorry, I forgot. Anyway go and visit him.",0
158,2,"Oh, before visiting him, you have to hunt Masquerpet in Madren town. It is attacking people including Demians.",0
158,5,"Good luck. Well, it is none of my business. He he he~",0
158,6,Well.. I do not care whether you do it or not. Ke ke ke~,0
158,7,"First, thank you very much. It was really pain in the neck! Now it is the final test. It is about the duty of Assist. Please listen carefully.",0
158,8,"Assist is the job for assisting combats, but it can also attack the enemy directly. In the front line, it assists the combat of Mercenary or other jobs.",0
158,9,"Assist is for assisting other jobs. Congratulations! Now, you are an Assist! Flyff!!",0
158,10,"You can see that I am really busy now, right? Please leave me alone. Damn Chaner..",0
159,0,You choose to be a Magician? Okay... But I cannot tell you it is good choice because there will be lots of hardship... Anyway here is a very simple test.,0
159,1,I will test you how quickly and precisely you perform it with your experience as a Vagrant.,0
159,2,"You have only 7 minutes from now. Hunt 15 Captain Aibatts and 10 Small Burudengs, and come back to Drillmaster. Okay?",0
159,5,Good luck.,0
159,6,Are you giving up? Well.. It could be better than having a lot of casualties..,0
159,7,"Good job, but I cannot congratulate you.",0
159,10,"You do not have enough time. But if you fail, you do not need to feel guilty for a lot of casualties. Everything is up to you.",0
159,15,You did not choose Magician. Then why are you visiting me?,0
160,0,"You passed the 1st test. Yet, there is a lot of things to do.",0
160,1,The 2nd test is about the arm. You have to get 3 kinds of material and get the information about the arm of Magician.,0
160,2,"Get 10 Twinkle Stones from Aitatts, 5 Chupims form Pukepukes and 1 Slain from Lowlves, and bring them to Magician Master.",0
160,3,Magician Master is in the Madrigal Job Masters in west SainCity. Good luck!,0
160,5,Good luck! Flyff!,0
160,6,"Well, it is up to you if you want to give up. I hope you do not regret it afterwards.",0
160,7,"Thank you very much for visiting me. Now let me tell you about the 2 kinds of arm, Wand and Staff, that Magician uses.",0
160,8,"Wand is magical attacking arm. It attacks with magic basically. Great, right? But you can also perform close combat with Staff because it attacks with blow basically.",0
160,9,"But the attack power is not strong. If you can use those 2 kinds of arm strategically, you can be great Magician. Ho ho ho~",0
160,10,Huh? Did not Wingyei tell you anything to do before visiting me? Or did you forget? How can you.. Blah blah blan blan..,0
161,0,"Now I have done what I have to do. Okay, the next test! You have to get the information about Magician skills. First, go to the place where the High-Dwarpets live.",0
161,1,"Go there and visit High-Dwarpet Hastan, then he will tell you about the Magician skills. Oh, there is something you have to do before visiting him..",0
161,2,"You have to find Book of Technique first which he lost in Fountaion of Dead Person, and then birng it to him. Then he will be pleased to meet you.",0
161,5,Good luck.,0
161,6,Are you worrying about what Wingyei said? Do not pay attention to it. Just believe in yourself. Okay?,0
161,7,Wow~ Where did you find this? What? Okay.. Thanks a lot! Let me tell you something great in return. He he he..,0
161,8,Will of Rhsis! Please let me defeat your ememies with your power! This is the basic Magician skill which is called Mental Strike.,0
161,9,This skill attacks the target mentally so that it believes it is hurt. This one is very simple but sometimes it is really effective.,0
161,10,Who are you? Why are you bothering me? Leave me alone because I have a headache now.. Where on earth is my Book of Technique?,0
162,0,"Well, I have taught you everything I know. He he he~ Oh, and never lose the Memo of Technique because it is very important. Understand?",0
162,1,"Well, here is the final test. Do you remember where Drillmaster is? Please visit Instructor over there. But I cannot remember his name..",0
162,2,"Oh, before visiting him, you have to hunt Masquerpet nearby SaintTree. Then he will be pleased very much!",0
162,5,Go! I am sick of being with you.,0
162,6,"You do not want to do that? I do not want to do that, either. None of my business.",0
162,7,Good job! Now here is the final test. It is about the duty of Magician. Please listen carefully.,0
162,8,"Magician is the job for long distance combat, therefore it is very weak with close combat. But it can attack lots of enemies far away at once.",0
162,9,"Also, it is very useful job in mixed combat rather than individual combat. Congratulations! Now you are Magician. Flyff!",0
162,10,"Just leave me alone, I have so many thing to do now.. Damn Shado..",0
500,0,"",0
500,5,"",0
500,6,"",0
500,7,"",0
500,10,"",0
500,11,"",0
501,0,"",0
501,1,"",0
501,5,"",0
501,6,"",0
501,7,"",0
501,10,"",0
501,11,"",0
502,0,"",0
502,1,"",0
502,5,"",0
502,6,"",0
502,7,"",0
502,10,"",0
502,11,"",0
1000,0,"Hey, you are such an idiot. What are you looking at?",0
1000,1,"I think you are merely Vagabond. So, I do not have time to talk with you",0
1000,2,Thank you a little. And I will not forget your help,0
1000,3,I will reward you if you do your best.,0
1000,4,Adventure is similar to history. You should take responsibility of your behavior,0
1000,5,"I think you can not understand it. If you have more experience, you will understand it",0
1000,6,Well done. But you can not prove that clowns are existing by this evidence. We need more evidences,0
1000,7,Time is limited. Why are you cling to the evidences which are not existing.,0
1001,0,Welcome to the oldest astronomical observatory in Madrigal,0
1001,1,"Umm, you are vagabond. Flaris is the most beautiful city to live among Madrigal continents",0
1001,2,"Thank you for your help. If you need my help, tell me whenever",0
1001,3,Deliver the AstroPaper to Herney,0
1001,4,Valin will be very helpful to you,0
1001,5,Thank you for your help. I have also the sun observatory materials,0
1002,0,Welcome to Mas Dungeon,0
1002,1,This place is so dangerous for vagabond to enter. I think it is good for you to return.,0
1002,2,"You were really helpful to me. Do you want to go to Dungeon now? If you need my help, let me know",0
1002,3,Is there an anything that you want me to do?,0
1002,4,Please bring fifty of ShiningStarStone,0
1002,5,"Oh, you have finally collected all. Thank you",0
1002,6,Why are you here? You had better go out here,0
1002,7,"Due to the your help, I live well without problem",0
1002,8,is it possible that Nyangnyang still alive,0
1002,9,"Wow, you removed all of Nyangnyang. you have done great job.",0
1002,10,I live to stay alone,0
1003,0,Welcome to historical place of clockworks.,0
1003,1,"Oh you are vagabond, right? Have you come to here to study? Oh, great",0
1003,2,"Oh, you are the man giving me clockworks. Thank you and enjoy your trip",0
1003,3,Herney will be waiting for you. Meet him,0
1003,4,I think you might not know where the parts are.,0
1003,5,I am not interested in vagabond,0
1003,6,The BigBlue Honey that you gave me was relly delicious,0
1003,7,Please say to Hello to Geron,0
1003,8,"You will not help me, will you? hmm, actually I did not expect",0
1003,9,"Wow, it looks very delicious. Thank you",0
1003,10,Nobody can stop me! clockworks will die soon,0
1005,0,We all see the world differently according to views of people. But truth will not be disappeared and ruined and also I am just one of the believers,0
1005,1,Thank you for you help. Because of you I could study theology. And I will prevent Risis of Saint morning from become a stereotype religion.,0
1005,2,"Who are you? I think if you are not a priest, you had better leave here",0
1005,3,"Really! If so,  you had better go to Flaris and ask Marche",0
1005,4,I think your help will be greatly useful for religious fields,0
1005,5,"Really! If so,  you had better go to town and ask Helena",0
1005,6,May god of Risis bless you.,0
1005,7,"Wow, isnâ€™t it token of faith? What kinds thing have you done? because it will be given to the only person who did great job",0
1005,8,Isnâ€™t is Holy Branch? Wow. Surprise!,0
1005,9,I think I am really blessed guy because people in Flaris helped me,0
1005,10,"I do not like that way much. But I have no choice. If I can become a Cleric again, I will not care that way",0
1005,11,"Oh, I did not know what real Rinen is. I should go back to work.",0
1005,12,I think I am really blessed guy because people in Flaris helped me,0
1012,0,"Oh, you have done many good jobs since I met you last time. Due to your help, many people could not dye. I think now you deserve to receive a member of royal troupe",0
1012,1,I heard what you have done. Queen commanded to give you entitlement to become a member of royal troupe,0
1012,2,Do not wander around here. I do not like people disturb me,0
1012,3,"My guess that a criminal is Maal believer is right. First, please bring Crest of Maal to Helena",0
1012,4,"Welcome. I am waiting for you. I have no time to wait for a command of royal family. First, go to Stima. She will help you, even though she was a member of Darkon emancipator group",0
1012,5,"It is a kind of secret that Many soldiers saw clowns in deep Maal believersâ€™ camp. You, also, should keep this secret.",0
1012,6,I hope to see you again. Remember always you are a member of royal troupe,0
1012,7,Get out of here,0
1013,0,"Why are you studying in such a dangerous place? It can be explained with one work, Passion.",0
1017,0,Hmm.. What should I do? (Looking at me) Wow! I am really glad to meet you! Ho ho ho~ Actually I was about to ask if you could help me!,0
1017,1,"Thank you very much for coming. I have been very worried about something, so I look horrible. Phew-",0
1017,2,"I am studying recent history, but it is really hard. So would you please help me? Please?",0
1017,5,Wow~ Thanks a lot! Please go to the office and delivery the estimate applification to the mayor. Thank you. Thank you.,0
1017,6,What? You are really mean and unkind!!,0
1017,7,"Oh, it seems like Martiinyc is too busy to delivery it by herself. Thank you very much. Hmm.. Okay. The cost for her study of history will be paid very soon.",0
1017,10,"May I help you? Oh, do you want to write an estimate applification? The form is on the right side of the office.",0
1018,0,"Thank you very much for your help! I have received the money for my history study thanks to you. (Suddenly looking around and whispering) To be honest.. The whole data about the history of Madrigal is distorted, but no one knows.",0
1018,1,It is really doubtful.. But somehow the History Society does not want to correct the distorted history even though they already know. This is the reason why I have studied it by myself.,0
1018,2,"The other day I was almost killed by the assasins, but I will never give up. I then realized the reason why the History Society does not want to correct the distortion.",0
1018,3,"I have to find out the real history and let others know of the truth. This is very important! Would you please help me? However, you could be in danger once you help me.",0
1018,4,Would you help me regardless of being in danger?,0
1018,5,"I knew you would! First there are ancient altars in the 3 continents. Please bring me 5 rocks of each altar, 5 rocks per continent.",0
1018,6,"If you think this is not worth risking your life, I will not blame you. Thank you for listening to me anyway.",0
1018,7,(Checking the rocks) Hmm.. This is what I thought exactly. Well.. I should study more. Thank you very much though. Oh.. Wait.. (Momentary Silence),0
1018,8,"Now you should be very, very careful. Okay? I think the assasins who tried to kill me will attempt to take your life. Do you understand?",0
1018,10,Please bring me 5 rocks from each continent - Flaris/Darkon/Saint Morning. Good luck!,0
1019,0,This is the evidence of cracked continents using the data you brought. It is the most critical secret. The reason why I give it to you is.. (Thinking),0
1019,1,Before telling you the reason.. Well.. We are in the same boat now. We are in danger together. Would you go through with me to the end?,0
1019,5,Okay. Now please deliver this to Gothante. He is the chairman of the History Society in SainCity. Do not forget to beware of the assasins.,0
1019,6,"I do not want to force you, but never forget that you are in danger.",0
1019,7,(Very surprising) This.. This is.. Oh my god. Martiinyc is finally doing this. Oh.. (Closing his eyes and thinking),0
1019,8,(Looking at me again) Thank you very much anyways. I will give you a letter of recommendation. Please bring this data and visit <Hachal> in Darkon1.,0
1019,9,I am sure he can help you. Take care!,0
1019,10,Do you want to know about the real history? Then you are talking to the right person. Ha ha ha~,0
1020,0,Hmm? Did Gothante tell you to visit me? Why? (Deliver him the data and letter of recommendation) What? What is this?,0
1020,1,(Reading the letter of recommendation) Yes. This is definitely the sign of Gothante. (Checking the data) Hmm.. Oh my god! This!,0
1020,2,Oh.. Martiinyc is finally doing this.. Finally.. Does he not fear being killed? The young are too fearless these days.,0
1020,3,"However, this is really a big deal! Now we are able to know the covered history of Madrigal eventually! Ha ha ha~",0
1020,4,By the way.. You! Are you going to continue this?,0
1020,5,"Fine. You know Field of Bubble, right? I think we can find some evidence over there. Lets go! Hurry up!",0
1020,6,What..? Hey.. You can not give up now. You already became the important person for this. Please think again.,0
1020,7,Hello~ I think I arrived a little bit earlier. Please give me the data and the letter of recommendation.,0
1020,10,This place is very strange.. Hmm.. Field of Bubble.. What do you think about it?,0
1021,0,"Before you came, I was looking around here and I found something strange in the north. The ground was digged and..",0
1021,1,"(Thinking) It looked like some kind of pattern. I could not check it carefully, but it was definitely a pattern. Hmm.. The reason why I could not check carefully? It was because..",0
1021,2,It was because strange fellows were hanging around there. I think they were defending something. That is why I could not check carefully. You know.. I am not good at fighting..,0
1021,3,Would you plase check there? I think you can defeat them easily!,0
1021,5,Fine! I am sure we can find out something by checking the pattern. Please check it carefully and bring me whatever you get.,0
1021,6,Do you really want to give up? Well.. I can not force you then.. Thank you very much anyway. But now I am worrying about your furture.. Phew..,0
1021,7,Oh! This!! The legend is..!! It is true what Martiinyc wrote.. Oh.. What should we do now.. Oh my god..,0
1021,10,Those fellows.. Yes. They are not that easy if you failed to check because of them. How about joining a troupe and trying again?,0
1022,0,Hmm.. I checked the cloth piece you brought me. It seems like the pattern on the cloth piece is the same with the one I saw on the ground.,0
1022,1,"However, there is a mystrious power in this cloth piece.. I will check more about it. I came to know this by chance.. Have you ever heard about <Magic Troupe in Purple>?",0
1022,2,"I do not know the details, but I know that this group has something to do with the secret of Madrigal.",0
1022,3,Therefore I shoud check this troupe. How about helping me once more? Would you do that for me?,0
1022,5,Fine! Please dig up the information of troupe leader and members. You can get the information during combat with them. Now I am goin back to Darkon. I will be waiting for you there.,0
1022,6,Are you afraid of them? You are such a chickenâ€¦ Ha ha ha~,0
1022,7,Hmm.. That was exactly what I thought.. Now go back and take a rest. But do not forget to visit me again later. Thank you very much.,0
1022,10,Was it beyond your capacity..? But we cannot progress without the information about them.,0
1023,0,Hey! You came at the right moment! I have just found out about something very interesting. Do you want to know what it is? Actually it is..,0
1023,1,(Taking out something behind of him) It is this! Do you know what this is? Well.. You remember the cloth piece you brought me.. Right?,0
1023,2,"This is the whole picture of the pattern which was on the cloth piece. I found it out from the ancient data I have, but this picture is the only thing I have.",0
1023,3,I need more data to check in detail.. So now I need your help once again. Woud you do ma a favor?,0
1023,5,Here. Take this picture. Please deliver it to Robanett who is working in the national library in SainCity. You can find him in Saint Hall.,0
1023,6,Hey~ We are already in the same boat! You would better help me. You know that.,0
1023,7,Hmm.. Is this what Hachal said? Good job. Thank you very much. Let me check.,0
1023,10,"The record of ancients is always more mysterious than the history of these days, but this one is especially mysterious.",0
1024,0,Oh~ Your story of pattern reminds me of something about the contents in the ancient document I had studied.,0
1024,1,Do you know <Hill of Shade>? I have been there because I read about the place in the ancient document.,0
1024,2,There is a similar pattern with the one in the Field of Bubble. If those two patterns are the same one..,0
1024,3,..Then maybe you can also find a cloth piece over there. Would you pleae go and check?,0
1024,5,Thank you. Please check around for the pattern in the Hill of Shade. Oh! Please be careful because there is something very fierce over there!,0
1024,6,"It is okay, but please check if you have time later. It will be very helpful.",0
1024,7,Oh my god.. You look terrible.. I can see that it was really hard work.. Good job. I will check this cloth piece too.,0
1024,10,Something very fierce over there.. You cannot handle it by yourself maybe..,0
1025,0,I finished checking the data which Haka requested. Please deliver this to Hachal.,0
1025,5,I hope you will be successful as you have been so far.,0
1025,6,..You really do not want to deliver it? Hmm..,0
1025,7,Hmm.. History of Hardship. So did he give this to you? Good job. This should be somethng very useful if he said so.,0
1025,8,See you later. Take care.,0
1025,10,Did not Robanett say anything? That makes no sense.. Please visit him again. He must say something to you.,0
1026,0,(With gloomy expression) Hey. It seems like the altar and magic troupe have something to do with..,0
1026,1,..the Purple Magician in this book where the title is the History of Hardship. However.. (hesitating for a minute) it says the magician in purple is the same person with the Purple Magician who helped the heros during the war of hero.,0
1026,2,"It is something really unbelievable, but it is also something we should believe.",0
1026,3,"I think this is the best I can find out, but I will never give up until I find out the truth.",0
1026,4,You! I want you to meet someone with this. Can you do that right now?,0
1026,5,Yes. This is what I have found out by myself. Please deliver this to Gothante who is the mayor of the History Society in SainCity.,0
1026,6,Maybe you have something very urgent. Please come back as quickly as you can because this is also very urgent.,0
1026,7,Hey! Long time no see! Did you meet Haka? (Receiving what I deliever) What is this?,0
1026,8,(Checking) Oh.. Oh my god! Is this true? Oh.. Oh.. This is way too big of a deal..,0
1026,10,"I am really glad to see you again, but did Haka tell you to meet me? For what?",0
1027,0,Hmm.. I have been thinking.. But we need more detailed informaton about the altar and the magic troupe.,0
1027,1,I think there is something in the altar.. I have a strong presentiment that we could find out some evidence by checking there carefully.,0
1027,2,Listen. This is very important. Please do me a favor as you have done so far. Okay?,0
1027,5,Please check the altar in purple until you find out some evidence.,0
1027,6,What on earth is able to come first than this? Toilet?,0
1027,7,(Checking the book he received) Hmm.. Everything is written in that ancient language. But we can translate it anyway. Thanks.,0
1027,8,Please come back to me after the translation is over. Let me bring this book to the translator.,0
1027,10,"You can check all of the 3 altars, but you do not need to check others if you find something which could be the evidence in one place.",0
1028,0,Now I have finished translating the book. The Purple Magician and the Black Magician is the same person as Hachal said.,0
1028,1,"However, as I found out during the translation.. The altar in purple, which the Purple Magician made, is for performing a religious service to someone.",0
1028,2,"According the the cloth piece which Martiinyc gave, there was word about the transcendental existence.",0
1028,3,"I guess they performed the religious service to the transcendental existence, but there is no evidence yet. So..",0
1028,4,"I would like to ask you to help me again. It seems like you want to know the result, too. Am I right?",0
1028,5,Fine! Then please check the Field of Bubble and the Hill of Shade more carefully. I am really sure there is something over there!!,0
1028,6,"If you do not have anything special, I hope you handle this first.",0
1028,7,(Surprising) Huh? Oh.. What a strong magical power the bead has.. Oh.. How surprising it is..!!,0
1028,8,Good job.. But this is something out of the range I can handle. (Thinking for a while),0
1028,9,Please deliver this to Laola who is the Great Magician in Darkon3 Ainceknight.,0
1028,10,Is it difficult to find out? But there is! Yes!! My presentiment has never been wrong. (Worrying),0
1029,0,"Oh, you finally come. I was waiting for you. I am <Laola>.",0
1029,1,"(Checking my face) It seems like you do not believe in me. Well, I know I do not look like the Great Magician.",0
1029,2,"I used some terrible magic long time ago. Since then, I had to live out my life looking like this. Ho ho~",0
1029,3,"Anyways, would you show me the bead you brought?",0
1029,5,"Yes, this is it. I have to check this first, so please come back to me in a minute.",0
1029,6,"Ho ho~ Hey you. Do not be too greedy for something strange, or it will ruin you. Ho ho~",0
1029,7,Yes.. Yes.. Oh.. It was he.. I did not know that.,0
1029,10,Do you wonder why I am called the Great Magician? It is secret. Ho ho~,0
1030,0,"(Being annoyed, but recovering his composure soon) This bead was made by my best pupil <Lapranche>.",0
1030,1,He is the Black Magician. I am the Black Magician too. Maybe you know.. It seems like he came to know about them.. Phew..,0
1030,2,(Looking at me) Do you want to know about them? The only thing I know is that they made this world and they were also created by the Rhsis God.,0
1030,3,"Yes. He came to know about them and tried to do the Purple Magic. Actually, the Purple Magic made me like this.",0
1030,4,"Hey, you! Please do me a favor..",0
1030,5,Here is the data which I checked about them. Please deliver this to Gothante. This will be not enough but very useful. Good luck.,0
1030,6,How can you refuse my requet before I ask? Hmm.. Are you afraid? Ho ho ho~,0
1030,7,"Oh, thanks. I was almost killed. Why on earth did they attack me? What a terrible.. By the way, what are you keeping?",0
1030,8,"(Giving him the book) Oh, this! Is this the book which Laola wrote? What a worthful..",0
1030,9,"Fine. Now we can start to the real study based on this. Thank you. Oh, and maybe I will ask you something again later. See you then.",0
1030,10,"Did you meet Laola? I know Ainceknight is very wide, but it is not that difficult to find him. Please try again.",0
1031,0,"Oh, nice to see you again. I have found something based on the data you gave me. Have you ever heard about Crowns?",0
1031,1,"Yes, you have, because people are talking about them, but all people know is that they were the devils which threatened the world during the Hero War.",0
1031,2,"However, I found that they were more than devils. By studying the data of Laola, according to which, they were able to stand against the Gods as Martiinyc.",0
1031,3,And Purple Magician was their slave. The history we have known so far is absolutely strewed up by them. Damn! (Annoying),0
1031,4,"(Recovering his composure) Anyways, would you do me a favor? Could you go back to Martiinyc again?",0
1031,5,Here is all the data I have. Please deliver this to Martiinyc.,0
1031,6,"Yes, you have something important to do. Would you come back to me after finishing that?",0
1031,7,Long time no see! Are you coming back to let me know that I was right?,0
1031,8,"(I nodded) Yeah!! I knew that!! Ho ho ho~ By the way, what is that?",0
1031,9,"(Delivers the scroll) Hmm.. Oh, this? (After a while) Thank you anyway. We will see each other again. Goodbye!",0
1031,10,Have you brought something from the History Society? No? Then are you coming back to meet me? I am shy~,0
2000,0,Is request chupims for her party. Will you accept it?,0
2000,5,You can collect chupim from all type of Pukepukes.,0
2000,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2000,7,Well done. You successfully complete quest.,0
2000,10,You do not have enough chupims.,0
2001,0,Flaris Pang request to collect unknown letters. Will you accept it?,0
2001,5,You can collect unknown letter near lordlight.,0
2001,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2001,7,Well done. You successfully complete quest.,0
2001,10,You do not have enough unknown letters.,0
2002,0,Flaris Pang request to collect unknown IDs. Will you accept it?,0
2002,5,You can collect unknown ID near bang.,0
2002,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2002,7,Well done. You successfully complete quest,0
2002,10,You do not have enough unknown IDs.,0
2003,0,Diol request peakyrinds for mass producing flying boards. Will you accept it?,0
2003,5,You can collect peakyrind from all type of peakyturtles.,0
2003,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2003,7,Well done. You successfully complete quest,0
2003,10,You do not have enough peakyrinds.,0
2004,0,Children  House request mops for children. Will you accept it?,0
2004,5,You can collect mop from all type of Demians.,0
2004,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2004,7,Well done. You successfully complete quest,0
2004,10,"",0
2005,0,Madrigal Magition Union request poporams to make gems for wand. Will you accept it?,0
2005,5,You can collect poporam from all type of Doridomas.,0
2005,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2005,7,Well done. You successfully complete quest,0
2005,10,You do not have enough poporams.,0
2006,0,Valin request slains to make fuel for his cookie muchine. Will you accept it?,0
2006,5,You can collect slain from all type of Lawolfs.,0
2006,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2006,7,Well done. You successfully complete quest,0
2006,10,You do not have enough slains.,0
2007,0,Mule request tarinroots to make new magic quill. Will you accept it?,0
2007,5,You can collect tarinroot from all type of Feferns.,0
2007,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2007,7,Well done. You successfully complete quest,0
2007,10,You do not have enough tarinroots.,0
2008,0,Rooney request nyanyangs for her party. Will you accept it?,0
2008,5,You can collect nyanyang near Giant Nyangnyang.,0
2008,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2008,7,Well done. You successfully complete quest,0
2008,10,You do not have enough nyanyangs.,0
2009,0,Marche request starstones to make Open 10th Year Gift. Will you accept it?,0
2009,5,You can collect starstone from all type of Nyangnyang.,0
2009,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2009,7,Well done. You successfully complete quest,0
2009,10,You do not have enough starstones.,0
2010,0,Dunkan request golden wings to make new liquor. Will you accept it?,0
2010,5,You can collect golden wing from all type of Bangs.,0
2010,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2010,7,Well done. You successfully complete quest,0
2010,10,You do not have enough golden wings.,0
2011,0,Damian request bluehoneys to make dessert. Will you accept it?,0
2011,5,You can collect bluehoney from all type of Wagsaacs.,0
2011,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2011,7,Well done. You successfully complete quest,0
2011,10,You do not have enough bluehoneys.,0
2012,0,Children  House request miadolls to make presents for children. Will you accept it?,0
2012,5,You can collect miadoll from all type of Mias.,0
2012,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2012,7,Well done. You successfully complete quest,0
2012,10,You do not have enough miadolls.,0
2013,0,Julia request documents stolen by Mias. Will you accept it?,0
2013,5,You can collect office documents near Mias.,0
2013,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2013,7,Well done. You successfully complete quest,0
2013,10,You do not have enough office documents.,0
2014,0,Boboko request to collect furious matchs to use at blast furnace. Will you accept it?,0
2014,5,You can collect furious match from all type of Mr Pumpkins.,0
2014,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2014,7,Well done. You successfully complete quest,0
2014,10,You do not have enough furious matchs.,0
2015,0,Flaris Pang request to collect unknown letters. Will you accept it?,0
2015,5,You can collect unknown letter near lordlight.,0
2015,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2015,7,Well done. You successfully complete quest,0
2015,10,You do not have enough unknown letters.,0
